Offset: 5.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 372.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 372.6666666666667, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 373.0, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 373.5, Pitch: G#3, Length: 0.5, Lyric: None
Offset: 374.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 374.25, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 374.3333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 374.3333333333333, Pitch: B-3, Length: 0.6666666666666666, Lyric: None
Offset: 375.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 375.25, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 375.3333333333333, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 375.6666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 376.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 376.0, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 376.0, Pitch: B-3, Length: 0.16666666666666666, Lyric: None
Offset: 376.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 376.6666666666667, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 377.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 377.25, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 378.0, Pitch: G#3, Length: 0.25, Lyric: None
Offset: 378.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 379.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 379.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 379.3333333333333, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 380.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 380.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 381.0, Pitch: G#4, Length: 0.5, Lyric: None
Offset: 381.3333333333333, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 381.6666666666667, Pitch: F4, Length: 0.75, Lyric: None
Offset: 382.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 383.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 383.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 383.3333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 384.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 384.25, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 385.0, Pitch: F#4, Length: 0.5, Lyric: None
Offset: 385.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 385.6666666666667, Pitch: F4, Length: 2.3333333333333335, Lyric: None
Offset: 388.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 388.25, Pitch: G#3, Length: 0.75, Lyric: None
Offset: 389.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 389.3333333333333, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 390.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 390.5, Pitch: E-4, Length: 0.6666666666666666, Lyric: None
Offset: 391.0, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 391.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 391.3333333333333, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 391.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 392.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 392.0, Pitch: F4, Length: 0.25, Lyric: None
Offset: 392.5, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 393.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 393.25, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 393.3333333333333, Pitch: F4, Length: 0.75, Lyric: None
Offset: 394.25, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 394.6666666666667, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 395.25, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 395.6666666666667, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 395.75, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 396.0, Pitch: E-4, Length: 0.4166666666666667, Lyric: None
Offset: 396.0, Pitch: C#4, Length: 0.16666666666666666, Lyric: None
Offset: 396.25, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 396.5, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 396.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 397.0, Pitch: F4, Length: 0.25, Lyric: None
Offset: 397.25, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 397.5, Pitch: C#4, Length: 1.0, Lyric: None
Offset: 398.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 399.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 399.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 399.5, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 400.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 400.0, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 400.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 400.6666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 401.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 401.25, Pitch: F4, Length: 0.25, Lyric: None
Offset: 401.3333333333333, Pitch: B-3, Length: 0.75, Lyric: None
Offset: 402.3333333333333, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 402.6666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 403.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 403.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 403.6666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 404.0, Pitch: B-3, Length: 0.6666666666666666, Lyric: None
Offset: 404.5, Pitch: C#4, Length: 0.25, Lyric: None
Offset: 404.6666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 405.0, Pitch: E-4, Length: 0.25, Lyric: None
Offset: 405.25, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 405.75, Pitch: G#3, Length: 0.6666666666666666, Lyric: None
Offset: 406.3333333333333, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 406.6666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 407.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 407.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 407.6666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 408.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 408.3333333333333, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 408.6666666666667, Pitch: F4, Length: 0.6666666666666666, Lyric: None
Offset: 409.25, Pitch: G#3, Length: 0.3333333333333333, Lyric: None
Offset: 409.25, Pitch: G#3, Length: 0.3333333333333333, Lyric: None
Offset: 409.6666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 410.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 410.5, Pitch: E-4, Length: 0.5, Lyric: None
Offset: 410.75, Pitch: F4, Length: 0.25, Lyric: None
Offset: 411.0, Pitch: G#3, Length: 0.6666666666666666, Lyric: None
Offset: 411.6666666666667, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 412.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 412.0, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 412.3333333333333, Pitch: F4, Length: 0.3333333333333333, Lyric: None
Offset: 412.6666666666667, Pitch: C#4, Length: 0.75, Lyric: None
Offset: 413.25, Pitch: B-3, Length: 0.25, Lyric: None
Offset: 413.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 414.5, Pitch: B-3, Length: 0.75, Lyric: None
Offset: 415.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 415.25, Pitch: B-3, Length: 0.25, Lyric: None
Offset: 415.3333333333333, Pitch: C#4, Length: 0.6666666666666666, Lyric: None
Offset: 416.0, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 416.0, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 416.5, Pitch: C#4, Length: 0.5, Lyric: None
Offset: 416.5, Pitch: B-3, Length: 0.5, Lyric: None
Offset: 417.0, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 417.0, Pitch: B-3, Length: 0.3333333333333333, Lyric: None
Offset: 417.3333333333333, Pitch: C#4, Length: 0.3333333333333333, Lyric: None
Offset: 417.6666666666667, Pitch: E-4, Length: 0.3333333333333333, Lyric: None
Offset: 418.0, Pitch: F4, Length: 0.5, Lyric: None
Offset: 418.5, Pitch: E-4, Length: 0.5, Lyric: None
